日期,收市
2016年10月25日,193
2016年10月24日,191
2016年10月21日,188.5
2016年10月20日,190.5
2016年10月19日,189.5
2016年10月18日,187
2016年10月17日,186.5
2016年10月14日,188
2016年10月13日,188.5
2016年10月12日,189.5
2016年10月11日,187.5
2016年10月7日,188
2016年10月6日,187.5
2016年10月5日,186
2016年10月4日,187
2016年10月3日,186
2016年9月30日,182.5
2016年9月29日,185.5
2016年9月26日,183
2016年9月23日,187.5
2016年9月22日,185.5
2016年9月21日,184
2016年9月20日,183
2016年9月19日,182.5
2016年9月14日,173.5
2016年9月13日,175
2016年9月12日,175
2016年9月10日,178
2016年9月9日,179.5
2016年9月8日,183
2016年9月7日,184
2016年9月6日,179
2016年9月5日,176.5
2016年9月2日,174.5
2016年9月1日,173.5
2016年8月31日,176
2016年8月30日,174.5
2016年8月29日,176.5
2016年8月26日,177
2016年8月25日,177
2016年8月24日,173.5
2016年8月23日,174
2016年8月22日,173
2016年8月19日,174.5
2016年8月18日,176
2016年8月17日,177
2016年8月16日,175.5
2016年8月15日,179
2016年8月12日,177.5
2016年8月11日,176.5
2016年8月10日,179.5
2016年8月9日,178.5
2016年8月8日,178
2016年8月5日,177
2016年8月4日,174.5
2016年8月3日,172.5
2016年8月2日,176
2016年8月1日,177
2016年7月29日,172.5
2016年7月28日,176.5
2016年7月27日,175
2016年7月26日,173
2016年7月25日,171.5
2016年7月22日,171
2016年7月21日,172
2016年7月20日,170
2016年7月19日,170.5
2016年7月18日,169.5
2016年7月15日,169.5
2016年7月14日,169
2016年7月13日,168.5
2016年7月12日,171
2016年7月11日,170
2016年7月7日,164.5
2016年7月6日,161.5
2016年7月5日,164
2016年7月4日,166
2016年7月1日,166
2016年6月30日,162.5
2016年6月29日,159
2016年6月28日,157
2016年6月27日,155.5
2016年6月24日,159
2016年6月23日,164
2016年6月22日,166
2016年6月21日,165.5
2016年6月20日,163
2016年6月17日,163
2016年6月16日,160.5
2016年6月15日,163
2016年6月14日,162
2016年6月13日,162
2016年6月8日,165.5
2016年6月7日,162
2016年6月6日,161
2016年6月4日,160
2016年6月3日,160.5
2016年6月2日,159
2016年6月1日,159
2016年5月31日,156.5
2016年5月30日,157
2016年5月27日,156.5
2016年5月26日,155
2016年5月25日,154.5
2016年5月24日,151
2016年5月23日,154
2016年5月20日,148.5
2016年5月19日,147
2016年5月18日,147
2016年5月17日,147
2016年5月16日,144.5
2016年5月13日,144
2016年5月12日,146
2016年5月11日,147
2016年5月10日,147
2016年5月9日,147.5
2016年5月6日,148
2016年5月5日,147.5
2016年5月4日,147
2016年5月3日,147.5
2016年4月29日,150
2016年4月28日,153
2016年4月27日,156.5
2016年4月26日,158
2016年4月25日,157.5
2016年4月22日,156.5
2016年4月21日,157
2016年4月20日,154
2016年4月19日,157.5
2016年4月18日,158
2016年4月15日,159.5
2016年4月14日,161.5
2016年4月13日,161.5
2016年4月12日,158.5
2016年4月11日,158.5
2016年4月8日,157.5
2016年4月7日,154.5
2016年4月6日,153.5
2016年4月1日,158.5
2016年3月31日,162
2016年3月30日,161.5
2016年3月29日,159
2016年3月28日,159
2016年3月25日,158
2016年3月24日,158.5
2016年3月23日,159.5
2016年3月22日,158.5
2016年3月21日,160
2016年3月18日,159.5
2016年3月17日,158.5
2016年3月16日,156
2016年3月15日,154.5
2016年3月14日,156
2016年3月11日,155
2016年3月10日,154.5
2016年3月9日,153
2016年3月8日,152
2016年3月7日,152
2016年3月4日,152.5
2016年3月3日,154
2016年3月2日,153
2016年3月1日,152
2016年2月26日,149
2016年2月25日,150.5
2016年2月24日,148
2016年2月23日,149.5
2016年2月22日,151
2016年2月19日,151
2016年2月18日,151
2016年2月17日,148
2016年2月16日,147.5
2016年2月15日,145
2016年2月3日,146
2016年2月2日,142.5
2016年2月1日,144
2016年1月30日,142
2016年1月29日,143
2016年1月28日,140
2016年1月27日,139.5
2016年1月26日,137.5
2016年1月25日,139.5
2016年1月22日,138.5
2016年1月21日,135
2016年1月20日,134.5
2016年1月19日,138
2016年1月18日,137
2016年1月15日,137
2016年1月14日,131.5
2016年1月13日,133.5
2016年1月12日,133
2016年1月11日,133
2016年1月8日,134
2016年1月7日,133
2016年1月6日,135.5
2016年1月5日,138
2016年1月4日,139.5
2015年12月31日,143
2015年12月30日,142.5
2015年12月29日,142
2015年12月28日,143.5
2015年12月25日,143
2015年12月24日,142
2015年12月23日,141.5
2015年12月22日,142
2015年12月21日,141.5
2015年12月18日,142
2015年12月17日,145
2015年12月16日,143.5
2015年12月15日,138
2015年12月14日,139
2015年12月11日,139.5
2015年12月10日,141
2015年12月9日,140.5
2015年12月8日,142.5
2015年12月7日,143.5
2015年12月4日,140.5
2015年12月3日,142.5
2015年12月2日,142.5
2015年12月1日,142.5
2015年11月30日,139
2015年11月27日,139
2015年11月26日,142.5
2015年11月25日,141
2015年11月24日,139.5
2015年11月23日,141
2015年11月20日,141
2015年11月19日,140.5
2015年11月18日,137
2015年11月17日,138.5
2015年11月16日,135
2015年11月13日,136
2015年11月12日,138.5
2015年11月11日,137.5
2015年11月10日,139.5
2015年11月9日,142
2015年11月6日,140
2015年11月5日,142.5
2015年11月4日,144.5
2015年11月3日,139.5
2015年11月2日,137.5
2015年10月30日,136.5
2015年10月29日,136.5
2015年10月28日,138
2015年10月27日,139
2015年10月26日,140
2015年10月23日,140
2015年10月22日,137.5
2015年10月21日,138.5
2015年10月20日,139
2015年10月19日,138
2015年10月16日,137.5
2015年10月15日,140
2015年10月14日,136.5
2015年10月13日,137.5
2015年10月12日,138.5
2015年10月8日,136
2015年10月7日,135
2015年10月6日,133
2015年10月5日,132.5
2015年10月2日,132
2015年10月1日,133.5
2015年9月30日,130
2015年9月29日,127
2015年9月25日,127
2015年9月24日,127
2015年9月23日,124.5
2015年9月22日,129
2015年9月21日,129.5
2015年9月18日,131.5
2015年9月17日,131
2015年9月16日,129.5
2015年9月15日,126
2015年9月14日,127.5
2015年9月11日,127.5
2015年9月10日,125
2015年9月9日,129
2015年9月8日,123
2015年9月7日,122.5
2015年9月4日,125
2015年9月3日,127
2015年9月2日,125.5
2015年9月1日,124
2015年8月31日,129
2015年8月28日,125
2015年8月27日,124
2015年8月26日,122.5
2015年8月25日,123.5
2015年8月24日,115
2015年8月21日,121
2015年8月20日,126
2015年8月19日,125
2015年8月18日,126
2015年8月17日,124
2015年8月14日,126
2015年8月13日,128
2015年8月12日,128.5
2015年8月11日,130.5
2015年8月10日,129
2015年8月7日,133
2015年8月6日,134
2015年8月5日,134
2015年8月4日,136.5
2015年8月3日,134.5
2015年7月31日,139.5
2015年7月30日,138.5
2015年7月29日,135.5
2015年7月28日,134
2015年7月27日,134
2015年7月24日,137
2015年7月23日,136
2015年7月22日,139
2015年7月21日,140.5
2015年7月20日,139
2015年7月17日,140
2015年7月16日,136.5
2015年7月15日,138.5
2015年7月14日,138.5
2015年7月13日,138.5
2015年7月9日,136.5
2015年7月8日,138
2015年7月7日,140.5
2015年7月6日,140.5
2015年7月3日,142.5
2015年7月2日,141.5
2015年7月1日,141
2015年6月30日,140.5
2015年6月29日,138.5
2015年6月26日,146
2015年6月25日,146.5
2015年6月24日,145
2015年6月23日,144.5
2015年6月22日,142
2015年6月18日,142
2015年6月17日,142.5
2015年6月16日,142
2015年6月15日,143
2015年6月12日,144.5
2015年6月11日,143.5
2015年6月10日,139.5
2015年6月9日,139
2015年6月8日,138.5
2015年6月5日,140
2015年6月4日,141
2015年6月3日,143
2015年6月2日,144
2015年6月1日,145
2015年5月29日,146
2015年5月28日,147
2015年5月27日,145
2015年5月26日,146.5
2015年5月25日,147.5
2015年5月22日,145.5
2015年5月21日,145.5
2015年5月20日,146.5
2015年5月19日,146.5
2015年5月18日,146.5
2015年5月15日,146.5
2015年5月14日,146
2015年5月13日,148
2015年5月12日,147.5
2015年5月11日,148.5
2015年5月8日,146.5
2015年5月7日,146.5
2015年5月6日,147.5
2015年5月5日,147
2015年5月4日,147.5
2015年4月30日,147
2015年4月29日,148.5
2015年4月28日,151.5
2015年4月27日,151.5
2015年4月24日,152.5
2015年4月23日,147
2015年4月22日,143.5
2015年4月21日,142.5
2015年4月20日,143
2015年4月17日,142.5
2015年4月16日,147
2015年4月15日,143
2015年4月14日,144
2015年4月13日,147
2015年4月10日,147
2015年4月9日,143
2015年4月8日,143
2015年4月7日,146
2015年4月2日,147
2015年4月1日,144
2015年3月31日,145.5
2015年3月30日,142.5
2015年3月27日,142.5
2015年3月26日,145.5
2015年3月25日,151
2015年3月24日,151.5
2015年3月23日,153.5
2015年3月20日,154
2015年3月19日,154
2015年3月18日,153.5
2015年3月17日,149
2015年3月16日,146
2015年3月13日,149
2015年3月12日,148
2015年3月11日,146
2015年3月10日,144
2015年3月9日,145.5
2015年3月6日,149
2015年3月5日,150
2015年3月4日,150.5
2015年3月3日,150.5
2015年3月2日,149
2015年2月26日,150.5
2015年2月25日,154.5
2015年2月24日,151
2015年2月13日,148.5
2015年2月12日,148.5
2015年2月11日,148
2015年2月10日,142.5
2015年2月9日,142
2015年2月6日,143
2015年2月5日,145.5
2015年2月4日,146
2015年2月3日,144.5
2015年2月2日,142.5
2015年1月30日,141
2015年1月29日,143.5
2015年1月28日,146.5
2015年1月27日,147
2015年1月26日,145
2015年1月23日,145
2015年1月22日,140
2015年1月21日,141
2015年1月20日,138
2015年1月19日,139
2015年1月16日,137
2015年1月15日,131.5
2015年1月14日,130
2015年1月13日,132.5
2015年1月12日,132
2015年1月9日,134
2015年1月8日,138
2015年1月7日,134
2015年1月6日,133.5
2015年1月5日,139.5
2014年12月31日,141
2014年12月30日,140
2014年12月29日,141
2014年12月27日,138.5
2014年12月26日,139
2014年12月25日,137.5
2014年12月24日,138
2014年12月23日,137.5
2014年12月22日,138.5
2014年12月19日,138
2014年12月18日,131.5
2014年12月17日,130.5
2014年12月16日,133
2014年12月15日,136
2014年12月12日,135
2014年12月11日,134.5
2014年12月10日,136
2014年12月9日,138
2014年12月8日,138
2014年12月5日,137.5
2014年12月4日,139
2014年12月3日,138
2014年12月2日,137.5
2014年12月1日,140
2014年11月28日,141.5
2014年11月27日,140
2014年11月26日,139
2014年11月25日,139
2014年11月24日,138.5
2014年11月21日,138.5
2014年11月20日,139
2014年11月19日,136
2014年11月18日,131.5
2014年11月17日,133
2014年11月14日,135
2014年11月13日,134
2014年11月12日,132
2014年11月11日,134
2014年11月10日,134.5
2014年11月7日,131
2014年11月6日,132
2014年11月5日,132
2014年11月4日,132
2014年11月3日,131
2014年10月31日,130.5
2014年10月30日,128.5
2014年10月29日,129
2014年10月28日,128
2014年10月27日,128
2014年10月24日,125.5
2014年10月23日,127.5
2014年10月22日,129
2014年10月21日,125
2014年10月20日,126
2014年10月17日,123.5
2014年10月16日,121.5
2014年10月15日,121.5
2014年10月14日,121
2014年10月13日,120.5
2014年10月9日,125
2014年10月8日,122.5
2014年10月7日,125
2014年10月6日,126
2014年10月3日,124.5
2014年10月2日,121
2014年10月1日,121.5
2014年9月30日,120
2014年9月29日,120.5
2014年9月26日,121
2014年9月25日,122
2014年9月24日,123
2014年9月23日,122.5
2014年9月22日,122
2014年9月19日,125
2014年9月18日,125
2014年9月17日,124.5
2014年9月16日,122.5
2014年9月15日,123.5
2014年9月12日,123
2014年9月11日,125
2014年9月10日,125
2014年9月9日,127
2014年9月5日,127
2014年9月4日,127.5
2014年9月3日,128
2014年9月2日,126
2014年9月1日,128.5
2014年8月29日,124
2014年8月28日,125
2014年8月27日,125.5
2014年8月26日,124.5
2014年8月25日,125
2014年8月22日,125.5
2014年8月21日,124.5
2014年8月20日,125.5
2014年8月19日,124
2014年8月18日,123
2014年8月15日,124
2014年8月14日,124
2014年8月13日,122.5
2014年8月12日,121.5
2014年8月11日,120.5
2014年8月8日,120.5
2014年8月7日,121.5
2014年8月6日,120.5
2014年8月5日,119.5
2014年8月4日,123.5
2014年8月1日,120
2014年7月31日,121
2014年7月30日,124.5
2014年7月29日,124
2014年7月28日,121.5
2014年7月25日,123
2014年7月24日,125
2014年7月22日,124.5
2014年7月21日,123.5
2014年7月18日,123.5
2014年7月17日,124.5
2014年7月16日,130.5
2014年7月15日,133
2014年7月14日,132.5
2014年7月11日,136.5
2014年7月10日,134.5
2014年7月9日,134
2014年7月8日,134.5
2014年7月7日,136
2014年7月4日,135
2014年7月3日,134.5
2014年7月2日,132.5
2014年7月1日,128
2014年6月30日,126.5
2014年6月27日,125.5
2014年6月26日,124.5
2014年6月25日,123.5
2014年6月24日,123
2014年6月23日,123
2014年6月20日,124.5
2014年6月19日,126
2014年6月18日,125.5
2014年6月17日,125
2014年6月16日,124
2014年6月13日,123
2014年6月12日,123.5
2014年6月11日,125
2014年6月10日,124.5
2014年6月9日,123
2014年6月6日,122.5
2014年6月5日,123
2014年6月4日,123.5
2014年6月3日,122.5
2014年5月30日,119.5
2014年5月29日,122
2014年5月28日,124
2014年5月27日,123.5
2014年5月26日,123
2014年5月23日,122
2014年5月22日,122
2014年5月21日,120.5
2014年5月20日,121
2014年5月19日,121
2014年5月16日,122
2014年5月15日,122
2014年5月14日,122
2014年5月13日,120.5
2014年5月12日,118.5
2014年5月9日,120
2014年5月8日,119.5
2014年5月7日,118.5
2014年5月6日,118
2014年5月5日,117
2014年5月2日,118
2014年4月30日,118.5
2014年4月29日,120.5
2014年4月28日,119
2014年4月25日,118.5
2014年4月24日,121
2014年4月23日,121
2014年4月22日,121.5
2014年4月21日,121.5
2014年4月18日,123
2014年4月17日,120
2014年4月16日,121
2014年4月15日,122.5
2014年4月14日,120.5
2014年4月11日,120
2014年4月10日,119.5
2014年4月9日,119
2014年4月8日,119
2014年4月7日,117.5
2014年4月3日,118.5
2014年4月2日,120
2014年4月1日,119.5
2014年3月31日,118.5
2014年3月28日,117.5
2014年3月27日,116
2014年3月26日,115.5
2014年3月25日,113.5
2014年3月24日,112.5
2014年3月21日,112.5
2014年3月20日,112
2014年3月19日,114.5
2014年3月18日,114.5
2014年3月17日,114
2014年3月14日,115
2014年3月13日,116.5
2014年3月12日,113
2014年3月11日,114
2014年3月10日,113
2014年3月7日,114.5
2014年3月6日,113
2014年3月5日,110
2014年3月4日,107.5
2014年3月3日,108
2014年2月27日,108
2014年2月26日,107.5
2014年2月25日,108
2014年2月24日,107
2014年2月21日,107.5
2014年2月20日,106.5
2014年2月19日,108
2014年2月18日,108
2014年2月17日,108.5
2014年2月14日,107.5
2014年2月13日,105
2014年2月12日,105
2014年2月11日,104.5
2014年2月10日,103
2014年2月7日,104
2014年2月6日,102
2014年2月5日,100.5
2014年1月27日,105
2014年1月24日,108
2014年1月23日,107.5
2014年1月22日,107.5
2014年1月21日,106.5
2014年1月20日,107.5
2014年1月17日,107.5
2014年1月16日,107
2014年1月15日,105
2014年1月14日,103.5
2014年1月13日,103
2014年1月10日,102
2014年1月9日,101
2014年1月8日,104
2014年1月7日,102
2014年1月6日,102.5
2014年1月3日,102.5
2014年1月2日,104.5
2013年12月31日,105.5
2013年12月30日,106
2013年12月27日,104.5
2013年12月26日,104
2013年12月25日,103
2013年12月24日,103
2013年12月23日,104
2013年12月20日,102
2013年12月19日,102.5
2013年12月18日,101
2013年12月17日,103.5
2013年12月16日,102
2013年12月13日,102.5
2013年12月12日,103
2013年12月11日,105
2013年12月10日,104
2013年12月9日,105
2013年12月6日,103
2013年12月5日,104
2013年12月4日,105
2013年12月3日,104
2013年12月2日,104.5
2013年11月29日,105
2013年11月28日,105
2013年11月27日,105
2013年11月26日,103.5
2013年11月25日,101
2013年11月22日,100
2013年11月21日,101
2013年11月20日,103
2013年11月19日,105
2013年11月18日,104
2013年11月15日,104
2013年11月14日,103.5
2013年11月13日,103
2013年11月12日,105
2013年11月11日,104.5
2013年11月8日,106
2013年11月7日,107
2013年11月6日,107
2013年11月5日,106.5
2013年11月4日,109
2013年11月1日,109.5
2013年10月31日,109.5
2013年10月30日,110
2013年10月29日,109.5
2013年10月28日,109.5
2013年10月25日,107
2013年10月24日,110
2013年10月23日,111
2013年10月22日,111.5
2013年10月21日,110
2013年10月18日,110
2013年10月17日,107
2013年10月16日,106
2013年10月15日,107
2013年10月14日,105
2013年10月11日,106.5
2013年10月9日,105
2013年10月8日,105
2013年10月7日,103
2013年10月4日,104
2013年10月3日,105
2013年10月2日,103
2013年10月1日,101.5
2013年9月30日,100.5
2013年9月27日,103
2013年9月26日,101.5
2013年9月25日,103
2013年9月24日,105
2013年9月23日,105.5
2013年9月18日,103
2013年9月17日,105.5
2013年9月16日,105.5
2013年9月14日,102.5
2013年9月13日,102.5
2013年9月12日,103.5
2013年9月11日,104.5
2013年9月10日,104.5
2013年9月9日,103
2013年9月6日,102
2013年9月5日,101.5
2013年9月4日,100.5
2013年9月3日,102
2013年9月2日,102
2013年8月30日,100.5
2013年8月29日,98.7
2013年8月28日,96.8
2013年8月27日,95.6
2013年8月26日,96.8
2013年8月23日,97
2013年8月22日,94.5
2013年8月20日,94.4
2013年8月19日,95.5
2013年8月16日,96.5
2013年8月15日,96
2013年8月14日,96.8
2013年8月13日,97.2
2013年8月12日,96
2013年8月9日,96.4
2013年8月8日,96.4
2013年8月7日,97
2013年8月6日,98.8
2013年8月5日,100.5
2013年8月2日,100.5
2013年8月1日,100.5
2013年7月31日,102.5
2013年7月30日,102
2013年7月29日,100
2013年7月26日,102.5
2013年7月25日,102.5
2013年7月24日,102
2013年7月23日,100
2013年7月22日,97
2013年7月19日,98.2
2013年7月18日,105.5
2013年7月17日,109
2013年7月16日,108
2013年7月15日,109.5
2013年7月12日,110
2013年7月11日,109.5
2013年7月10日,106
2013年7月9日,106
2013年7月8日,105
2013年7月5日,109
2013年7月4日,107
2013年7月3日,107
2013年7月2日,110
2013年7月1日,108
2013年6月28日,111
2013年6月27日,104.5
2013年6月26日,101.5
2013年6月25日,101
2013年6月24日,101
2013年6月21日,103.5
2013年6月20日,104
2013年6月19日,105.5
2013年6月18日,106.5
2013年6月17日,106
2013年6月14日,106
2013年6月13日,104.5
2013年6月11日,108
2013年6月10日,108.5
2013年6月7日,108.5
2013年6月6日,107.5
2013年6月5日,109.5
2013年6月4日,109
2013年6月3日,107.5
2013年5月31日,109.5
2013年5月30日,110
2013年5月29日,111
2013年5月28日,109.5
2013年5月27日,112
2013年5月24日,109.5
2013年5月23日,108
2013年5月22日,112
2013年5月21日,112.5
2013年5月20日,114
2013年5月17日,113.5
2013年5月16日,113.5
2013年5月15日,115
2013年5月14日,115.5
2013年5月13日,114.5
2013年5月10日,114.5
2013年5月9日,115
2013年5月8日,114.5
2013年5月7日,112.5
2013年5月6日,111.5
2013年5月3日,110
2013年5月2日,110.5
2013年4月30日,109.5
2013年4月29日,108
2013年4月26日,108.5
2013年4月25日,107
2013年4月24日,106
2013年4月23日,106
2013年4月22日,108.5
2013年4月19日,106.5
2013年4月18日,99.9
2013年4月17日,100
2013年4月16日,100.5
2013年4月15日,99.4
2013年4月12日,100.5
2013年4月11日,101.5
2013年4月10日,98.3
2013年4月9日,97.5
2013年4月8日,98.5
2013年4月3日,100.5
2013年4月2日,100.5
2013年4月1日,101
2013年3月29日,100.5
2013年3月28日,100
2013年3月27日,100.5
2013年3月26日,99
2013年3月25日,99.5
2013年3月22日,98
2013年3月21日,98.7
2013年3月20日,98.8
2013年3月19日,100
2013年3月18日,100.5
2013年3月15日,103
2013年3月14日,104
2013年3月13日,104.5
2013年3月12日,102.5
2013年3月11日,102
2013年3月8日,103.5
2013年3月7日,103
2013年3月6日,104
2013年3月5日,104
2013年3月4日,102
2013年3月1日,105
2013年2月27日,104.5
2013年2月26日,103.5
2013年2月25日,105
2013年2月23日,107
2013年2月22日,105.5
2013年2月21日,107
2013年2月20日,109
2013年2月19日,107
2013年2月18日,107
2013年2月6日,105
2013年2月5日,103
2013年2月4日,103
2013年2月1日,101.5
2013年1月31日,101.5
2013年1月30日,101.5
2013年1月29日,101
2013年1月28日,99.3
2013年1月25日,99
2013年1月24日,99.9
2013年1月23日,101
2013年1月22日,101
2013年1月21日,100.5
2013年1月18日,101.5
2013年1月17日,99.3
2013年1月16日,99.2
2013年1月15日,100.5
2013年1月14日,102
2013年1月11日,101
2013年1月10日,101
2013年1月9日,100
2013年1月8日,99.7
2013年1月7日,100.5
2013年1月4日,101.5
2013年1月3日,101
2013年1月2日,99.6
2012年12月28日,97
2012年12月27日,95.6
2012年12月26日,96
2012年12月25日,96.5
2012年12月24日,95.2
2012年12月22日,95.7
2012年12月21日,94.8
2012年12月20日,96
2012年12月19日,97.3
2012年12月18日,96.7
2012年12月17日,97
2012年12月14日,98.4
2012年12月13日,99.2
2012年12月12日,98.4
2012年12月11日,98.3
2012年12月10日,96.5
2012年12月7日,98.1
2012年12月6日,96.6
2012年12月5日,96.9
2012年12月4日,96.6
2012年12月3日,97.9
2012年11月30日,98.7
2012年11月29日,96.5
2012年11月28日,95.9
2012年11月27日,96.3
2012年11月26日,95.3
2012年11月23日,95.5
2012年11月22日,91.3
2012年11月21日,90.5
2012年11月20日,90.4
2012年11月19日,90
2012年11月16日,90.2
2012年11月15日,90.2
2012年11月14日,90.5
2012年11月13日,90.3
2012年11月12日,91.3
2012年11月9日,90.8
2012年11月8日,90.5
2012年11月7日,91
2012年11月6日,90.4
2012年11月5日,90.3
2012年11月2日,89.9
2012年11月1日,89.2
2012年10月31日,88.7
2012年10月30日,88
2012年10月29日,88.1
2012年10月26日,87.3
2012年10月25日,84.8
2012年10月24日,85.4
2012年10月23日,85.7
2012年10月22日,86
2012年10月19日,86.7
2012年10月18日,88.1
2012年10月17日,87.4
2012年10月16日,87.5
2012年10月15日,86.4
2012年10月12日,86.3
2012年10月11日,85.5
2012年10月9日,87.1
2012年10月8日,89.1
2012年10月5日,91
2012年10月4日,90.6
2012年10月3日,89.8
2012年10月2日,89.6
2012年10月1日,88.9
2012年9月28日,89.8
2012年9月27日,87.6
2012年9月26日,86.4
2012年9月25日,85.9
2012年9月24日,86.1
2012年9月21日,85.7
2012年9月20日,85.3
2012年9月19日,86
2012年9月18日,85.7
2012年9月17日,86.5
2012年9月14日,86.5
2012年9月13日,85
2012年9月12日,84.5
2012年9月11日,84.4
2012年9月10日,83.5
2012年9月7日,83.8
2012年9月6日,81.1
2012年9月5日,82
2012年9月4日,84
2012年9月3日,83.9
2012年8月31日,83.3
2012年8月30日,82.7
2012年8月29日,82.7
2012年8月28日,82.4
2012年8月27日,83
2012年8月24日,82
2012年8月23日,82.7
2012年8月22日,82.4
2012年8月21日,83.6
2012年8月20日,82.4
2012年8月17日,82
2012年8月16日,82.9
2012年8月15日,83
2012年8月14日,83.2
2012年8月13日,82.7
2012年8月10日,82
2012年8月9日,82.3
2012年8月8日,80.5
2012年8月7日,81.4
2012年8月6日,80.9
2012年8月3日,79.8
2012年8月1日,80
2012年7月31日,81
2012年7月30日,79
2012年7月27日,79.3
2012年7月26日,76.3
2012年7月25日,74.6
2012年7月24日,74.8
2012年7月23日,74.3
2012年7月20日,76.7
2012年7月19日,77.5
2012年7月18日,74.8
2012年7月17日,74.8
2012年7月16日,75.5
2012年7月13日,75.8
2012年7月12日,75.7
2012年7月11日,78.1
2012年7月10日,79.1
2012年7月9日,80
2012年7月6日,80.9
2012年7月5日,81
2012年7月4日,81.2
2012年7月3日,84.2
2012年7月2日,83.3
2012年6月29日,81.3
2012年6月28日,79.9
2012年6月27日,79.3
2012年6月26日,78.7
2012年6月25日,79.6
2012年6月22日,80.1
2012年6月21日,80.6
2012年6月20日,81.6
2012年6月19日,80.5
2012年6月18日,80.8
2012年6月15日,78.1
2012年6月14日,79.2
2012年6月13日,80
2012年6月12日,79.4
2012年6月11日,80.4
2012年6月8日,77.9
2012年6月7日,79.8
2012年6月6日,77.8
2012年6月5日,78.2
2012年6月4日,76.5
2012年6月1日,79.9
2012年5月31日,85.1
2012年5月30日,81.7
2012年5月29日,82.3
2012年5月28日,81.6
2012年5月25日,80
2012年5月24日,80.6
2012年5月23日,79.1
2012年5月22日,82.2
2012年5月21日,82.5
2012年5月18日,81.8
2012年5月17日,85.1
2012年5月16日,83.4
2012年5月15日,85.5
2012年5月14日,85.4
2012年5月11日,85.5
2012年5月10日,85.3
2012年5月9日,84.6
